GroomMB,BrideMB,GroomInc,BrideInc,Outcome
INFP,ENTJ,78602.81,39044.23,Success
ENTP,INTP,49654.31,44198.01,Failure
INFP,ISTP,64936.97,53165.44,Success
ISFP,INTP,90591.86,65553.03,Success
INFJ,INFP,92115.19,81836.39,Failure
ESTJ,ESTP,48136.11,82917.65,Success
INFP,ESFJ,54413.97,84623.25,Failure
INTP,INFJ,98316.76,94001.91,Success
ENTJ,ESFP,55659.16,38219.78,Failure
INFJ,ISFJ,69990.74,90370.74,Success
INFJ,ESTP,98929.72,73402.96,Success
ENTP,ISFJ,84527.27,90984.97,Success
ESFJ,INTJ,65639.52,82429.01,Success
ENFJ,INTP,86798.32,55832.86,Failure
ISFP,ISFJ,65656.67,44902.31,Failure
ESFP,INTJ,86750.26,86947.36,Success
ISFJ,ENFP,74076.26,49091.21,Success
ENTJ,INFP,75131.12,70348.04,Failure
ISFJ,ENTJ,36311.78,91411.88,Failure
ISTP,ISFJ,39698.49,33089.44,Success
ENTP,INFP,34315.52,92165.56,Success
ISTP,INFP,53197.82,76531.13,Failure
ISTJ,ENTP,61525.17,72171.77,Failure
INFP,ISTJ,40591.55,34377.73,Failure
ENFP,ISTP,53051.09,42217.25,Failure
ESFP,ESTJ,67468.52,75007.42,Success
ISFP,INFJ,74775.55,30961.34,Success
ISFP,ENFP,45723.88,75207.13,Success
ISTJ,ESFJ,57278.9,81728.11,Failure
ENTJ,ESTP,43374.63,93271.57,Success
ESFP,ENFJ,51142.07,57226.84,Failure
ESFJ,ENFJ,47136.55,92689.41,Failure
INFJ,ENTJ,46003.93,47923.12,Failure
ENTP,ENFP,84296.5,94077.98,Failure
INTJ,INFP,93132.74,34985.92,Success
ESFP,INTP,48794.9,36448.4,Failure
INFP,INFP,54939.19,60853.01,Failure
ESFP,ISTJ,36755.31,65150.44,Success
ESFP,ISTP,70447.46,99300.14,Success
ENFJ,INFP,76036.94,62204.2,Failure
ISTJ,ISTJ,39601.46,83683.52,Success
ESTP,ENTP,51467.21,77633.99,Failure
ENFP,ENFP,88855.73,91291.29,Failure
ISTJ,ENFP,95487.91,81936.41,Failure
ISFP,ESFP,64881.72,48014.41,Success
ESFJ,INTP,72344.84,38526.3,Failure
ESFJ,INFJ,90232.01,83946.7,Failure
ESFJ,INFP,48390.94,99546.95,Success
ESFP,ENFP,96418.81,89938.95,Success
ESTP,ISTP,81639.99,60919.77,Failure
INTP,ISFJ,81850,89134.33,Success
INTJ,INFP,97261.93,74454.54,Success
ISFP,ESTJ,89394.41,30339.75,Success
INFJ,ISTJ,44216.29,41197.25,Failure
ESTP,ISFJ,71612.3,79186.67,Success
INFP,ENFP,36885.12,35058.75,Success
INTJ,ISTJ,69199.61,73010.54,Success
ISFJ,ENTP,44055.34,67296.18,Failure
ISTJ,INFP,65546.75,94765.6,Failure
ESTJ,INFP,83236.08,75592.23,Failure
ENTJ,ESFP,45261.21,57320.03,Success
ISTJ,ISFP,30567.13,43207.33,Failure
ENFJ,INFP,66273.55,93402.1,Success
INFP,ESTJ,99526.71,41942.71,Success
ISTJ,ESTP,41796.16,32283.4,Success
INFJ,ENFJ,89914.98,97964.13,Success
INTP,ISTP,87890.14,31947.29,Failure
ESFJ,ENTP,47263.31,58971.35,Failure
INTJ,ENFJ,91948.54,39768.72,Success
ENTJ,ESFJ,80708.9,93966.38,Success
INTJ,ESTP,80497.39,86130.07,Failure
ISTP,INFP,82920.06,62270.02,Success
ISFP,ESFP,55531.24,47711.11,Success
ISFJ,INFP,47214.56,31258.6,Success
ISTJ,ESTP,43434.95,86512.3,Success
ISFP,ISTP,99317.54,89628.18,Failure
ESFJ,INTJ,71246.17,81601.9,Success
ENTP,ENTP,93604.75,41508.74,Failure
ESFP,ESTJ,78492.87,84825.09,Success
ISFP,INTP,90181.79,63495.27,Success
ENFJ,ENFP,91852.17,41554.13,Failure
ISFP,INFJ,41606.98,76799.18,Failure
INFP,ENFJ,59530.27,84522.01,Failure
ISFJ,INFJ,66057.03,67190.88,Failure
ISFP,INFP,86639.2,50003.67,Success
ENFP,ENTP,96740.66,54191.57,Failure
INTJ,ISFP,35098.4,30831.87,Failure
INFJ,INFP,65943.3,48171.35,Failure
INFJ,ESTP,38657.15,77696.29,Failure
ENTP,ISFJ,39251.51,36532.24,Failure
ESFJ,INFP,81173.28,56242.49,Failure
INFJ,ESFP,60816.11,36639.13,Failure
ENFP,ENTP,83461.87,41922.14,Failure
ISFJ,ENTP,92131.71,79559.77,Success
INTP,ISFP,77080.29,97533.51,Success
ISTP,ESFP,76268.05,99128.16,Failure
ESTJ,ENTP,37869.77,56247.14,Failure
ISTP,ISFP,93471.4,42304.91,Success
ISFP,ESTJ,61334.96,99633.14,Failure
ESTP,ENFP,58712.67,40756.99,Failure
INFJ,ESTJ,62073.02,64873.54,Failure
ESFJ,ESFJ,39942.38,60077.81,Failure
ISFJ,INFP,80841.22,59916.76,Success
INTP,INTJ,70801.07,85727.78,Failure
INTP,ESTJ,77686.8,86561.14,Failure
ENTJ,ENFJ,67611.8,97175.52,Failure
ISFP,ESFP,39560.99,37431.37,Success
INTJ,INTP,93165.41,81773.51,Failure
ESTJ,ESTJ,93841.08,95213.69,Failure
ISTJ,ISTJ,69751.52,68382.27,Failure
ENFP,ISTP,73982.4,42275.16,Failure
ENTJ,ESFP,35223.03,55889.86,Success
ISTJ,ISFP,54224.14,88371.54,Failure
INTP,ISFJ,75136.76,72128.89,Failure
INTJ,INFP,56219.4,53079.21,Success
ENTJ,ESFP,54461.18,39114.14,Failure
ISFP,ESFP,42201.83,34166.33,Success
ESFP,INTJ,78445.72,43361.24,Failure
INFP,ISFJ,40795.81,52624.77,Success
ISTJ,ISTJ,56128.52,51075.62,Failure
ESFP,INTP,95164.39,64002.45,Failure
ESFJ,ISFP,98316.82,65357.08,Failure
ENFP,INFJ,41762.88,76933.87,Success
ISTP,ENFP,33328.99,85115.62,Failure
ISFP,INFP,57818.78,84240.63,Failure
ENFP,ENTJ,98933.29,74342.83,Failure
ISTJ,INFP,53639.27,74332.57,Failure
ISTP,ISFJ,44307.36,63060.27,Failure
INFP,ISFJ,31519.72,59229.53,Success
ISFP,INFJ,50801.47,39886.46,Success
ESFJ,ISTJ,76909.03,54918.55,Failure
ESFP,ESTJ,90065.4,55198.59,Failure
INFP,ENTJ,92378.93,53201.35,Success
ISTP,INTP,30495.48,96282.65,Failure
ENFJ,ESFP,49351.66,68409.39,Success
ISFP,ENFP,98061.28,49536.5,Success
ISTJ,ISTJ,47858.74,33497.43,Failure
INFJ,ENFP,87233.58,44662.39,Success
ISTJ,ENTP,85130.46,50456.75,Success
ESFP,ENFP,81260.12,59306.96,Failure
ISTP,ENTP,79811.67,64842.62,Success
ENTJ,ENFJ,80005.25,82835.65,Failure
INFP,INTJ,36586.07,39822.35,Success
INTJ,ENFP,82168.09,35175.59,Success
ENTP,ENFJ,77511.52,90640.9,Failure
ISFP,ESTJ,90949.91,57039.47,Success
ISTP,ESFJ,30435.57,62582.33,Failure
INFJ,ISTP,30913.63,74283.28,Success
ISFJ,ENTJ,37695.7,33266.21,Success
ISTP,INTP,50671.64,81558.54,Failure
ESFJ,INTJ,60744.87,79981.51,Success
ISTJ,ENFP,86049.91,70223.45,Success
ENFP,ISFP,48134.11,74800.6,Success
ENTJ,ISTJ,30743.79,58324.1,Success
ENTP,ESTJ,86368.29,35385.2,Failure
ESFJ,ESTP,40753.37,59209.4,Success
ESTJ,ISTP,75777.33,34313.86,Failure
ISFP,ENTJ,54736.24,82605.2,Failure
INFP,INTJ,68193.75,97118.08,Success
INTJ,INFJ,94962.42,91066.17,Success
INTP,ENTP,51233.2,84930.17,Failure
ESFP,INFJ,93301.35,50294.46,Failure
INFJ,ENTJ,69798.59,37586.31,Success
INFJ,ISFP,78050.71,87615.36,Failure
INTJ,ENTP,52289.26,92417.85,Failure
INFP,ESTP,79458.14,37474.36,Success
INTP,ESFJ,76815.59,96905.94,Failure
ISFP,ESTP,98970.55,66588.8,Success
INFP,INFJ,41778.58,36713.88,Success
ISTP,ESTJ,57363.58,49701.37,Success
ESTP,ESTP,82589.56,47901.79,Failure
ESTJ,INFP,36116.43,74592.92,Success
ESTJ,INFJ,78234.54,37624.37,Failure
ISTP,ISFJ,91548.19,42967.68,Success
ESFP,ISTP,61882.34,46768.67,Failure
ENTJ,ESTJ,86345.97,85850.27,Failure
ESFJ,ENFJ,50454.73,57240,Success
INFJ,INTP,95488.32,38431.78,Failure
ENFP,ESFJ,42012.98,78899.33,Success
INFJ,ENTP,53306.61,57338.98,Failure
ENTP,ESFJ,31609.81,73071.32,Failure
ISTP,INFJ,68890.48,30568.34,Success
ENTP,INFP,56062.1,56585.51,Success
ESTP,ENTP,77930.48,50040.31,Success
ESTP,ENTJ,71916.59,85794.97,Failure
INFJ,ENTJ,60222.18,74017.47,Failure
ESFP,INTP,44496.69,87656.42,Success
INTP,ESTJ,34355,96134.66,Failure
INTJ,ISTJ,92586.41,86304.76,Failure
ESFJ,ISFJ,70716.27,48194.9,Failure
ENFP,ESTJ,31626.71,37276.33,Success
ENFP,ESTJ,40772.71,42304.09,Success
ENFP,ISFP,34074.08,87351.45,Success
ENFJ,ESTP,40931.97,45057.16,Success
ISFJ,ISTP,71223.53,52277.75,Failure
ESTJ,ENTJ,58802.04,83817.75,Failure
ESFJ,INTJ,59506.61,64645.73,Failure
ENFP,INTP,31345.84,44792.76,Success
ENFJ,ISTJ,98031.33,48768.94,Failure
ISFJ,ENFP,80995.12,72789.22,Success
INFJ,INTJ,38007.62,51748.02,Success
ESTP,ISTP,46301.05,86843.78,Success
ESFJ,INTP,30584.25,81109.57,Success
INFJ,ISFJ,36105.58,72062.45,Success
ISTP,ISFJ,80804.96,34844.48,Success
ESFP,ISTP,95037.13,72925.02,Failure
ENFP,ISTP,30136.98,67375.71,Success
INFP,INFP,50466.29,49631.11,Failure
ENTP,INTP,64156.15,31772.05,Failure
INFP,INFJ,45995.98,94168.4,Failure
ENFJ,ESTJ,67589.32,41426.08,Failure
INFP,ENTP,43161.81,61032.32,Failure
ENFJ,INFP,34515.14,95733.82,Success
ENFJ,ESTJ,58375.56,96452.35,Success
INTP,ENTJ,99902.08,42815.24,Success
ENTJ,ISFJ,80059.85,76272.66,Failure
INTJ,ENTJ,93896.48,36079.85,Success
ISFJ,ENFP,98216.87,73027.93,Success
ENFJ,ESTJ,94225.48,41947.64,Failure
ESFJ,ENTP,45303.29,98119.25,Failure
ESTP,INFP,68223.25,55449.38,Failure
ISFJ,INFP,63105.94,47437.83,Success
INTP,INFP,94807.56,97818.48,Failure
INTP,ESFP,69461.95,36122.15,Success
ISFJ,ISFJ,71635.15,71131.04,Failure
INFP,ESTJ,31720.51,48813.76,Failure
INFJ,INTP,61942.7,84123.82,Success
ISTP,ENFJ,67310.11,50258.04,Success
INTP,INTP,58313.84,96675.77,Failure
ISTJ,ENTJ,56435.14,38090.53,Success
ISTP,INFP,98820.72,84228.88,Failure
ISFJ,INTJ,65510.78,48078.06,Success
ISFP,ESTP,76191.04,52966.52,Success
ESTJ,ESFP,60460.48,75095.4,Failure
ISFJ,ISTP,65472.32,82075.71,Success
ISFJ,INTP,61838.56,44642.11,Success
INFJ,ESFP,35349.94,95758.72,Failure
ESTJ,ISTP,95204.59,34856.86,Failure
ENTJ,INTP,48113.15,44903.51,Failure
ENTJ,ISTJ,44909.35,32654.06,Failure
INFJ,INTJ,75307.39,37807.91,Failure
INTP,ESTJ,50579.36,70345.76,Failure
ISFP,ENTP,78963.7,79870.41,Failure
ESTP,ISFP,30656.95,90865.56,Success
ISTJ,INTP,90474.75,70738.86,Success
ENTP,ESTP,46794.53,56625.01,Success
ISTJ,ISTJ,99901.25,79157.09,Failure
ENTJ,ESFJ,69540.11,47231.85,Failure
ISTP,ESTJ,32401.41,66273.58,Failure
INFP,INTJ,47224.43,41556.26,Failure
INTP,ESTP,30738.13,77501.65,Failure
ENFP,INTJ,81546.98,52340.17,Failure
INFP,ENFJ,76102.43,61455.32,Success
INTP,ESTP,72532.54,66943.05,Success
ENFJ,INTJ,42819.55,63478.74,Success
ENTP,ENTJ,89630.47,64300.95,Success
ISFJ,ENTJ,38676.3,73451.06,Failure
ENTP,INTP,83899.27,65940.93,Failure
ESTP,ENTJ,68396.03,92802.08,Failure
ENTJ,ESTP,56081.04,96811.71,Success
INFJ,INTP,66881.32,37994.69,Failure
INFP,ISFJ,74299.32,67754.76,Failure
ISFJ,ESFJ,37909.22,70806.04,Failure
ENFJ,ENFP,31367.8,76858.66,Success
ENTJ,ENTP,39374.36,50327.88,Success
ISFJ,ISFJ,32624.9,53391.85,Failure
ESTJ,ENFP,93348.78,77334.12,Success
INFJ,ESFP,42822.51,39208.49,Success
ENTP,ENFJ,54711.86,62052.22,Failure
ESTP,ISTP,60030.93,80694.22,Success
INTP,ISFP,47272.02,87377.91,Success
ISTJ,INTJ,48340.8,78089.35,Failure
ISFP,ISTP,98912.05,80194.14,Failure
INTP,ISFP,94307.22,71050.99,Failure
INFP,INTJ,36031.41,82095.48,Success
INFJ,ESFJ,43175.83,43454.23,Failure
ESTJ,ENTP,81662.95,84947.49,Failure
ENFJ,ESTJ,43292.47,39632.68,Failure
INTJ,ISFP,41620.87,38791.61,Failure
ESTJ,ENFJ,58938.61,31171.95,Success
INFJ,ESFP,90175.66,43352.1,Success
ESTJ,ESFJ,34695.84,75236.72,Failure
INFP,ENFJ,43730.28,73989.32,Failure
ENTP,INTJ,73905.98,86008.82,Success
ESFJ,ESFJ,85515.03,96195.39,Failure
ISTJ,ESTJ,97892.13,69443.61,Success
ISTJ,INTP,34998.52,57645.12,Failure
ISTP,INTJ,97880.06,83050.24,Success
INTJ,ESFP,47424.35,50256.15,Failure
INFJ,ESTP,57427.46,57021.75,Success
ISFJ,ESFP,49854.04,74174.23,Failure
ESTP,ISTP,50482.83,73280.45,Success
INFP,ISTJ,33926.61,91585.8,Success
ENFP,INTP,38657.59,57567.93,Success
ISTP,ENFP,31824.42,55849.19,Failure
ESTJ,ESTJ,69345.59,65717.73,Failure
ISTP,ENFP,53110.17,93305.17,Failure
ISTJ,ISFP,82052.52,81141.59,Success
INTP,ENFP,47084.99,79316.6,Failure
ENTP,INTP,61745.35,39923.85,Failure
ENFJ,ISTP,79240.86,30981.54,Failure
ENFP,ESFJ,99617.25,86517.77,Failure
ESTJ,INTJ,99608.01,93337.33,Failure
ESTP,ESFJ,30292.01,76545.98,Failure
ENFP,ESTJ,46511.56,67778.56,Success
INTJ,ISTJ,32783.75,45781.2,Success
INTJ,ESTJ,63546.48,52138.97,Success
ISFJ,ESTP,81095.91,69255.57,Success
ESTJ,ENFP,81732.98,63032.47,Success
INTJ,ESTJ,59969.72,55790.43,Success
ISFP,ISTJ,69825.39,53411.96,Failure
INFP,INTP,52405.19,87687.91,Success
ESTJ,INFP,61897.8,92585.8,Success
ESFJ,ENFP,88935.11,69906.14,Success
INTJ,ISTP,98616.35,76138.09,Failure
ESTJ,ENTJ,45087.06,66384.06,Failure
INFP,ENTP,69696.62,35596.52,Success
ENFJ,INFP,93458.14,87388.56,Failure
INTP,ENFJ,31220.02,39389.14,Failure
ENTJ,INFJ,68465.62,85179.84,Success
ISTP,INFJ,85940.74,71843.8,Success
ISTP,ENFP,78176.15,38301.37,Success
ISTJ,ESTJ,88458.78,39786.23,Success
INFJ,ESTP,73651.1,92609.98,Failure
ISTP,INTP,94090.24,71100.74,Success
ESTJ,ESFJ,36824.24,46406.32,Failure
ESFP,INTP,52203.77,36978.46,Failure
INFJ,ENTP,73725.91,82423.88,Failure
ISFP,ISFP,41310.94,42581.12,Failure
ESFP,ENTJ,40030.19,75558.52,Failure
ISTP,INFJ,30997.16,90413.86,Failure
ESTP,INTJ,81362.08,64534.71,Failure
ESTJ,INTJ,56170.69,80093.93,Success
ESTJ,ISTP,43347.27,32970.44,Success
ENFP,INTJ,92058.39,37173.18,Failure
ENFP,ISFP,95033.67,35059.53,Failure
ISTP,ISFJ,70795.54,37864.52,Success
ENTP,INTP,40961.47,76230.82,Success
INFP,ESFJ,83943.41,36544.24,Success
ISTP,ENTJ,31895.81,39368.19,Failure
ENTJ,ISTJ,94422.93,51928.38,Failure
INFJ,ESFP,98578.73,48805.2,Success
ENTP,ISTJ,52188.97,49742.06,Failure
ISFJ,ISFJ,44946.61,67025.09,Failure
INFJ,ESTJ,30336.01,57718.93,Failure
ISTP,ENFP,85820.56,90763.32,Failure
ENFP,ENTP,98655.08,33755.84,Failure
INTJ,ESTJ,41335.66,82165.61,Failure
ENTP,INFP,90689.89,68590.44,Failure
INFP,ISFP,96657.56,75498.53,Failure
ESTP,ENFP,75093.91,50283.1,Success
INTJ,ESTJ,46901.19,78032.69,Failure
INFP,ENFP,58716.98,61352.17,Failure
ISFJ,ESFJ,78745.73,58518.46,Success
INFJ,ENFP,76382.44,94457.63,Failure
ESFP,INFJ,90433.76,36101.74,Failure
ENFJ,ESTP,37693.82,78035.57,Success
INFJ,ENFP,52064.61,99157.41,Failure
INTJ,INFP,66628.25,71013.32,Failure
ESFJ,ESTP,90082.01,62156.38,Failure
INTP,INTJ,78156.46,98474.99,Failure
ENTP,ENFP,68134.27,89459.08,Failure
ESTP,ISTJ,30287.25,84472.41,Success
ISTJ,ESFP,89733.48,90353.8,Failure
ENFJ,INTJ,55104.8,53331.75,Failure
ESFJ,ISFJ,90631.96,60468.11,Failure
INTP,ISFJ,36146.34,58048.28,Failure
INFJ,ENFP,68960.59,62738.64,Success
ISFP,ISTP,92356.42,76556.11,Failure
ESFP,INTJ,30575.75,72693.18,Success
ENFP,ISTJ,76866.82,37125.93,Failure
ISFP,ENTJ,54153.94,59765.46,Failure
INTJ,INFJ,70094.36,87710.96,Failure
ISTJ,ENFJ,94520.05,82206.08,Success
ISTJ,ENTJ,94076.5,40240.9,Success
ESFJ,INTP,53646.1,65914.15,Success
INFJ,ESFJ,57057.54,83462.25,Failure
INTJ,ESFJ,96364.77,32792.42,Success
ESTJ,INTJ,99919.62,58136.4,Failure
ENFP,ESFP,41360.33,91492.52,Success
ESTJ,INTJ,57413.86,50686.55,Failure
ENFJ,ENTJ,80759.91,62714.69,Failure
INFP,ENFJ,48059.18,85445.47,Failure
ISTJ,ENFJ,66654.76,72693.13,Failure
INFP,ISTJ,52824.02,42732.69,Success
ENFP,ISFP,78612.49,45967.82,Failure
ISTJ,ISTP,92322.15,61114.62,Failure
ESFJ,ISFJ,87731.9,32178.26,Failure
ISFJ,ESFP,37436.4,32241.12,Success
INTJ,ENFP,61626.24,48717.32,Success
ISFJ,ENFJ,67659.89,97264.14,Failure
INTJ,ENTP,86966.99,40104.41,Success
ISFP,INFJ,72788.66,76117.97,Failure
ENFJ,ENFJ,34453.51,31374.81,Failure
ISTP,ENTJ,91044.55,44198.06,Success
ESTJ,INFP,81631.95,58986.17,Failure
ESFP,ENTJ,57784.02,55520.3,Success
ISFP,ENTP,83195.07,48881.44,Success
ENTP,INTJ,81667.12,47639.52,Failure
ESFJ,INFP,95894.56,80655.93,Failure
ENTP,ESTP,83512.75,97072.62,Success
ENFP,ISTJ,47948.73,98883.53,Success
ISFP,ISTJ,93285.22,66283,Failure
ESFJ,INTP,51760.08,76320.29,Success
INTP,ISTJ,63227.5,67267.11,Success
ESTP,ESFP,74138.31,37885.2,Success
ENTJ,ESFJ,36263.69,75186.02,Success
ISTP,ISFP,32534.36,64080.51,Failure
ESTP,ESTJ,72739.37,91692.32,Failure
ESTP,INFJ,80583.5,87914.92,Success
ESTP,ENTJ,70084.82,55240.05,Success
INFP,INTP,68532.46,97104.39,Success
ISFP,ISFJ,91938.3,58449.98,Success
ESFJ,ENFJ,85486.05,49908.01,Success
ENTP,INFJ,99682.57,80717.36,Failure
ISFP,ENFP,69238.87,32506.52,Success
INFJ,INTP,47128.15,41049.79,Failure
INFJ,ESTP,48920.14,41403.82,Success
INTP,INFJ,75418.63,89478.45,Failure
ENFJ,ESTJ,93119.28,96313.44,Success
ISTJ,ISTP,30922.47,66463.65,Success
ESFP,ESFJ,70802.32,60915.23,Success
ISFJ,INFP,69328.43,72719.69,Failure
INFJ,ISFP,80523.63,39183.32,Failure
INFP,ISTJ,33147.18,37686.43,Success
ESTP,ENTJ,35512.71,66431.59,Failure
ENFJ,INTJ,80628.08,47110.53,Failure
ESTP,ISFP,56329.77,68654.95,Success
INFJ,ESTP,83204.24,41005.75,Success
ISFP,ENTJ,32353.49,91067.64,Failure
ESTJ,ENFP,98556.72,85082.13,Success
ENTP,ISFP,30863.88,49952.56,Failure
ISFJ,ISTJ,95894.1,40218.12,Failure
ISTJ,INFP,92530.3,42605.76,Success
ENTJ,ENTP,42007.75,41291.9,Failure
INFJ,INTJ,45464.52,95071.46,Success
ISTP,ISTJ,63797.74,93973.63,Failure
ENFP,INTJ,53459.21,97250.71,Success
ESFJ,ISTP,86079.98,50470.3,Failure
ESFP,ISTP,84335.85,97150.57,Success
ENTP,INTJ,32377.77,98883.52,Success
ESFJ,ENTP,64701.16,38247.87,Success
ISTJ,INTJ,43841,79693.26,Failure
ENTP,ISTP,39627.95,52221.43,Success
ISTJ,ISFJ,48423.36,64750.47,Failure
ISTP,ENTJ,91507.23,89619.71,Success
ENTJ,INFP,45622.14,93744.56,Success
ENFJ,ENFP,92507.6,81399.51,Failure
INTP,ENTP,86581.15,81062.24,Success
ISTJ,INTP,51592.92,82144.96,Failure
INTP,ESTP,53842.42,46738.32,Success
ENFJ,ENFP,89196.48,78436.53,Failure
ESFJ,ISFP,49191.98,83164.52,Success
INTJ,INFJ,67989.74,31955.51,Success
ESFP,ENFJ,34961.29,86043.36,Failure
ESFJ,ISFP,86346.47,35718.17,Failure
ISTP,INTJ,83455.96,92841.29,Failure
INFJ,ESFP,76158.93,47817.47,Success
ISFP,ESTP,41135.84,49493.7,Failure
ENFP,ESFJ,49580.83,30778.41,Failure
ESFJ,ISTJ,54884.42,97792.7,Failure
ENTJ,ISTJ,45084.15,77461.88,Success
INTJ,ESFJ,85491.78,55851.43,Success
ESTP,ESFJ,91237.85,66152.05,Success
INFJ,INFP,69238.82,36182.36,Success
ESTJ,ISTJ,49567.09,97165.72,Success
ESFJ,ISTJ,93145.67,41420.09,Failure
ENFJ,ESTP,30031.81,43125.96,Success
ENTJ,ISFP,89541.42,94403.73,Success
ESFJ,ISFJ,46827.57,51573.7,Success
ENTJ,INFP,99323.54,57595.12,Failure
ESFP,ESFP,96882.92,88463.12,Failure
ESTP,ISTJ,40661.09,71444.37,Success
INTP,ESFJ,92717.42,52353.29,Success
INTJ,ENTP,84673.54,33771.07,Success
ISFP,ISTP,84313.12,34628.91,Failure
INFJ,ISFP,50430.63,66977.36,Success
INTP,INFJ,48338.68,63018.72,Failure
ENFP,ESFP,87393.23,56141.26,Success
INTP,ENFJ,70527.11,52563.37,Success
ISTJ,ENFJ,32447.28,76366.74,Failure
ENFP,ENTP,87958.45,88622.99,Success
INTP,ENTP,84673.88,44912.97,Success
ISFJ,ENFJ,74601.63,76423.64,Failure
ISTP,ESFP,31902.55,67744.19,Failure
ESFP,ENTP,95755.47,69334.64,Success
ENTP,ENTJ,49550.81,75865.95,Failure
INTJ,INFP,86298.96,80371,Success
ISFP,INFP,77791.71,67085.77,Success
ISTP,INFJ,78760.81,74955.3,Success
INTJ,ISFJ,69228.74,60663.46,Failure
ENFP,ENFJ,66325.62,75504.56,Failure
INTP,INFJ,37939.36,32854.29,Success
INFJ,ESFP,55626.34,81307.59,Failure
ENTP,ISFP,92559.91,72830.76,Failure
ENFP,ESFP,45153.57,54914.8,Success
ISFJ,INFP,45382.81,66127.88,Success
ISTJ,INTJ,40756.74,43576.71,Failure
ISTP,INFJ,81829.06,72867.62,Success
ESTJ,ENFJ,86810.63,93481.09,Failure
INFJ,ENTP,93526.51,51468,Failure
ESFJ,ESFJ,76946.82,67553.19,Failure
ESFP,INTJ,89486.56,72176.59,Failure
ISTP,ISTJ,46712.29,53279.68,Failure
ENTP,ISFP,34550.23,76473.48,Success
ESTJ,ENTJ,51699.16,65961.25,Failure
INFP,INFP,84913.01,92135.24,Failure
ENTP,ESTP,94220.45,81066.22,Failure
ENTJ,INFJ,67282.55,55018.26,Failure
ENTP,ENTJ,57703.02,30144.81,Success
INTJ,ENFJ,63966.57,72782.85,Failure
ENFJ,ESTP,88579.42,53617.41,Failure
ENFJ,ISTP,51337.61,55727.12,Success
ISTP,ESFP,40084.26,37214.83,Success
ESTP,ENFP,64301.25,69786.33,Failure
ESTP,ESFP,58175.96,57179.44,Success
INTJ,ISTP,59263.13,75717.25,Success
ISTP,ESTJ,49680.38,95941.93,Failure
INFP,INFP,69647.97,86057.27,Failure
ESFJ,INTP,52373.26,74962.62,Success
ENTP,ENTP,42959.49,34550.46,Failure
INFP,ESTP,83347.84,39804.17,Success
ENTJ,ENTJ,52385.99,40670,Failure
ESTP,ESTJ,60147.01,81149.11,Failure
INFJ,ISTJ,98024.76,67234.54,Failure
ESFP,ESTP,77234.67,71052.79,Failure
INTJ,ISTP,35623.18,65032.62,Success
ISTP,ISFJ,90399.58,82569.57,Success
ENFP,INFP,84760.25,72897.14,Failure
ISTJ,ENTJ,68431.1,39811.51,Success
INFP,ESFJ,62860.79,33596.93,Success
ESFJ,INFJ,76466.39,49732.84,Failure
ESFJ,ESTP,51955.77,61237.34,Success
INFJ,ENTJ,48145.42,48599.98,Failure
ENTP,ISFP,70135.75,55040.14,Failure
INFJ,ENTP,41083.38,39498.14,Success
INFJ,ESFP,50906.07,92082.7,Failure
ISFJ,ESFJ,44887,43093.19,Success
INTJ,ISFJ,65085.14,69990.94,Success
ENTP,ESTJ,72147.68,52158.54,Failure
ESFJ,ESTJ,83067.99,90141.91,Success
ENFJ,INFP,95930.17,30659.67,Failure
INTP,INFP,87719.96,30425.78,Success
INFP,INFP,54014.14,73436.24,Failure
ESTP,ENTJ,91120.4,37674.67,Success
ENTJ,ISFP,80513.92,52655.3,Failure
ESTP,INFP,31708.12,49350.13,Success
INFP,ENFJ,87047.46,94254.37,Failure
ESFJ,INFP,61336.15,56406.87,Failure
ISTJ,ISFP,65854.56,45280.58,Success
ISFP,INFJ,51805.34,87384.55,Failure
INFJ,INTP,72681.51,54761.11,Failure
ISFP,ESFP,82468.22,98923.21,Failure
ENFP,ISTJ,43611.8,43399.15,Failure
ISTJ,INTP,52297.66,84682.41,Failure
ESFJ,ENFP,96456.67,54062.04,Success
ISFP,ENFP,87628.93,84733.33,Success
INFP,ISFJ,67619.39,59603.89,Failure
ENTP,ISTJ,61857.89,58575.66,Failure
ISTJ,ENTJ,99038.92,55325.74,Success
INTJ,ESFP,95203.5,63139.55,Success
ENTJ,ENTP,33821.05,61406.68,Success
ENFJ,ISTP,91594.92,60840.05,Failure
ISTJ,ISFJ,58737.83,65119.33,Failure
ESTP,INTP,98299.22,92416.89,Failure
ISTP,ISFJ,98451.38,66458.19,Success
INTJ,ESTJ,98814.12,70602.68,Success
ENTJ,ESFP,58342.91,53569.65,Failure
ENFP,ISFP,98213.7,90643.2,Failure
ISFP,ENFP,39280.48,48586.84,Failure
ISTP,ISFP,60118.88,51715.07,Success
ISTP,ESFJ,89674.73,52456.46,Success
INFJ,INFP,60683.59,65895.55,Success
ESFP,INFP,62799.05,64192.53,Success
ESTJ,INTP,82229.82,78789.97,Failure
ESTP,ENFP,97632.12,65694.02,Success
INFP,INFP,52637.56,99676.08,Failure
ENFJ,ESFP,86075.49,57631.87,Failure
ISTJ,INFJ,40226.69,73093.58,Failure
ESFP,ENFP,70172.92,52707.68,Success
ISTJ,ENFJ,41962.16,78493.95,Failure
INFP,INFP,34322.83,71770.23,Failure
ISFP,ENTJ,75756.16,42368.95,Success
INFJ,ISFP,49068.77,62594.55,Success
